A14HWE3LCSAQAS,UAE-http://dbpedia.org/page/United_Arab_Emirates,0,1,3
A14HWE3LCSAQAS,UAE-http://www.freebase.com/view/en/united_arab_emirates,0,1,3
A14HWE3LCSAQAS,UAE-http://www.geonames.org/2368892/uae.html,0,0,3
A14HWE3LCSAQAS,UAE-http://www.freebase.com/view/en/uae_league,1,0,3
A14HWE3LCSAQAS,UAE-UAE_undisclosedLink0,0,0,3
A2B9XCMLIDK4IU,UAE-http://dbpedia.org/page/United_Arab_Emirates,1,1,8
A2B9XCMLIDK4IU,UAE-http://www.freebase.com/view/en/united_arab_emirates,0,1,8
A2B9XCMLIDK4IU,UAE-http://www.geonames.org/2368892/uae.html,0,0,8
A2B9XCMLIDK4IU,UAE-http://www.freebase.com/view/en/uae_league,0,0,8
A2B9XCMLIDK4IU,UAE-UAE_undisclosedLink0,0,0,8
A9X4G4WPJ27D6,UAE-http://dbpedia.org/page/United_Arab_Emirates,1,1,87
A9X4G4WPJ27D6,UAE-http://www.freebase.com/view/en/united_arab_emirates,1,1,87
A9X4G4WPJ27D6,UAE-http://www.geonames.org/2368892/uae.html,0,0,87
A9X4G4WPJ27D6,UAE-http://www.freebase.com/view/en/uae_league,0,0,87
A9X4G4WPJ27D6,UAE-UAE_undisclosedLink0,0,0,87
A31HLJT0Q80OVM,UAE-http://dbpedia.org/page/United_Arab_Emirates,1,1,19
A31HLJT0Q80OVM,UAE-http://www.freebase.com/view/en/united_arab_emirates,1,1,19
A31HLJT0Q80OVM,UAE-http://www.geonames.org/2368892/uae.html,1,0,19
A31HLJT0Q80OVM,UAE-http://www.freebase.com/view/en/uae_league,0,0,19
A31HLJT0Q80OVM,UAE-UAE_undisclosedLink0,0,0,19
A2EIA5WB7TX0RO,UAE-http://dbpedia.org/page/United_Arab_Emirates,1,1,13
A2EIA5WB7TX0RO,UAE-http://www.freebase.com/view/en/united_arab_emirates,1,1,13
A2EIA5WB7TX0RO,UAE-http://www.geonames.org/2368892/uae.html,1,0,13
A2EIA5WB7TX0RO,UAE-http://www.freebase.com/view/en/uae_league,0,0,13
A2EIA5WB7TX0RO,UAE-UAE_undisclosedLink0,0,0,13
A14HWE3LCSAQAS,GMT-http://dbpedia.org/page/Greenwich_Mean_Time,0,1,2
A14HWE3LCSAQAS,GMT-http://www.freebase.com/view/en/greenwich_mean_time,1,1,2
A14HWE3LCSAQAS,GMT-http://www.freebase.com/view/en/guy_sigsworth,0,0,2
A14HWE3LCSAQAS,GMT-http://dbpedia.org/page/UTC?07:00,0,0,2
A14HWE3LCSAQAS,GMT-http://www.freebase.com/view/wikipedia/en_title/GMT_$0028programme$0029,0,0,2
A2B9XCMLIDK4IU,GMT-http://dbpedia.org/page/Greenwich_Mean_Time,0,1,18
A2B9XCMLIDK4IU,GMT-http://www.freebase.com/view/en/greenwich_mean_time,0,1,18
A2B9XCMLIDK4IU,GMT-http://www.freebase.com/view/en/guy_sigsworth,0,0,18
A2B9XCMLIDK4IU,GMT-http://dbpedia.org/page/UTC?07:00,0,0,18
A2B9XCMLIDK4IU,GMT-http://www.freebase.com/view/wikipedia/en_title/GMT_$0028programme$0029,0,0,18
A9X4G4WPJ27D6,GMT-http://dbpedia.org/page/Greenwich_Mean_Time,1,1,60
A9X4G4WPJ27D6,GMT-http://www.freebase.com/view/en/greenwich_mean_time,1,1,60
A9X4G4WPJ27D6,GMT-http://www.freebase.com/view/en/guy_sigsworth,0,0,60
A9X4G4WPJ27D6,GMT-http://dbpedia.org/page/UTC?07:00,0,0,60
A9X4G4WPJ27D6,GMT-http://www.freebase.com/view/wikipedia/en_title/GMT_$0028programme$0029,0,0,60
A31HLJT0Q80OVM,GMT-http://dbpedia.org/page/Greenwich_Mean_Time,1,1,9
A31HLJT0Q80OVM,GMT-http://www.freebase.com/view/en/greenwich_mean_time,1,1,9
A31HLJT0Q80OVM,GMT-http://www.freebase.com/view/en/guy_sigsworth,0,0,9
A31HLJT0Q80OVM,GMT-http://dbpedia.org/page/UTC?07:00,0,0,9
A31HLJT0Q80OVM,GMT-http://www.freebase.com/view/wikipedia/en_title/GMT_$0028programme$0029,0,0,9
A2EIA5WB7TX0RO,GMT-http://dbpedia.org/page/Greenwich_Mean_Time,1,1,15
A2EIA5WB7TX0RO,GMT-http://www.freebase.com/view/en/greenwich_mean_time,1,1,15
A2EIA5WB7TX0RO,GMT-http://www.freebase.com/view/en/guy_sigsworth,0,0,15
A2EIA5WB7TX0RO,GMT-http://dbpedia.org/page/UTC?07:00,0,0,15
A2EIA5WB7TX0RO,GMT-http://www.freebase.com/view/wikipedia/en_title/GMT_$0028programme$0029,0,0,15
A12M07X6KKLM0U,CNN-http://dbpedia.org/page/CNN,1,1,176
A12M07X6KKLM0U,CNN-http://www.freebase.com/view/en/cnn,1,1,176
A12M07X6KKLM0U,CNN-http://www.freebase.com/view/en/capone-n-noreaga,0,0,176
A12M07X6KKLM0U,CNN-http://www.freebase.com/view/en/cnn_international,0,0,176
A12M07X6KKLM0U,CNN-CNN_undisclosedLink0,0,0,176
A9X4G4WPJ27D6,CNN-http://dbpedia.org/page/CNN,1,1,61
A9X4G4WPJ27D6,CNN-http://www.freebase.com/view/en/cnn,1,1,61
A9X4G4WPJ27D6,CNN-http://www.freebase.com/view/en/capone-n-noreaga,0,0,61
A9X4G4WPJ27D6,CNN-http://www.freebase.com/view/en/cnn_international,0,0,61
A9X4G4WPJ27D6,CNN-CNN_undisclosedLink0,0,0,61
A31HLJT0Q80OVM,CNN-http://dbpedia.org/page/CNN,1,1,9
A31HLJT0Q80OVM,CNN-http://www.freebase.com/view/en/cnn,1,1,9
A31HLJT0Q80OVM,CNN-http://www.freebase.com/view/en/capone-n-noreaga,0,0,9
A31HLJT0Q80OVM,CNN-http://www.freebase.com/view/en/cnn_international,0,0,9
A31HLJT0Q80OVM,CNN-CNN_undisclosedLink0,0,0,9
A2EIA5WB7TX0RO,CNN-http://dbpedia.org/page/CNN,1,1,12
A2EIA5WB7TX0RO,CNN-http://www.freebase.com/view/en/cnn,1,1,12
A2EIA5WB7TX0RO,CNN-http://www.freebase.com/view/en/capone-n-noreaga,0,0,12
A2EIA5WB7TX0RO,CNN-http://www.freebase.com/view/en/cnn_international,0,0,12
A2EIA5WB7TX0RO,CNN-CNN_undisclosedLink0,0,0,12
A14HWE3LCSAQAS,Emirati-http://dbpedia.org/page/Emirati_people,0,1,3
A14HWE3LCSAQAS,Emirati-http://dbpedia.org/page/Flag_of_the_United_Arab_Emirates,1,0,3
A14HWE3LCSAQAS,Emirati-http://dbpedia.org/page/United_Arab_Emirates_dirham,0,0,3
A14HWE3LCSAQAS,Emirati-Emirati_undisclosedLink0,0,0,3
