A3FPX5HIFBDJYX,UAE-http://dbpedia.org/page/United_Arab_Emirates,1,1,20
A3FPX5HIFBDJYX,UAE-http://www.freebase.com/view/en/united_arab_emirates,1,1,20
A3FPX5HIFBDJYX,UAE-http://www.geonames.org/2368892/uae.html,1,0,20
A3FPX5HIFBDJYX,UAE-http://www.freebase.com/view/en/uae_league,0,0,20
A3FPX5HIFBDJYX,UAE-UAE_undisclosedLink0,0,0,20
A2LRG221B840KP,UAE-http://dbpedia.org/page/United_Arab_Emirates,1,1,66
A2LRG221B840KP,UAE-http://www.freebase.com/view/en/united_arab_emirates,1,1,66
A2LRG221B840KP,UAE-http://www.geonames.org/2368892/uae.html,1,0,66
A2LRG221B840KP,UAE-http://www.freebase.com/view/en/uae_league,0,0,66
A2LRG221B840KP,UAE-UAE_undisclosedLink0,0,0,66
A21D38WGZ5MIKS,UAE-http://dbpedia.org/page/United_Arab_Emirates,1,1,16
A21D38WGZ5MIKS,UAE-http://www.freebase.com/view/en/united_arab_emirates,0,1,16
A21D38WGZ5MIKS,UAE-http://www.geonames.org/2368892/uae.html,0,0,16
A21D38WGZ5MIKS,UAE-http://www.freebase.com/view/en/uae_league,1,0,16
A21D38WGZ5MIKS,UAE-UAE_undisclosedLink0,0,0,16
A2A2RHXQA17GOE,UAE-http://dbpedia.org/page/United_Arab_Emirates,1,1,46
A2A2RHXQA17GOE,UAE-http://www.freebase.com/view/en/united_arab_emirates,1,1,46
A2A2RHXQA17GOE,UAE-http://www.geonames.org/2368892/uae.html,1,0,46
A2A2RHXQA17GOE,UAE-http://www.freebase.com/view/en/uae_league,0,0,46
A2A2RHXQA17GOE,UAE-UAE_undisclosedLink0,0,0,46
A1NX9MRGIJ7RWV,UAE-http://dbpedia.org/page/United_Arab_Emirates,0,1,31
A1NX9MRGIJ7RWV,UAE-http://www.freebase.com/view/en/united_arab_emirates,0,1,31
A1NX9MRGIJ7RWV,UAE-http://www.geonames.org/2368892/uae.html,0,0,31
A1NX9MRGIJ7RWV,UAE-http://www.freebase.com/view/en/uae_league,1,0,31
A1NX9MRGIJ7RWV,UAE-UAE_undisclosedLink0,0,0,31
A16LXHOSCFUPXH,CNN-http://dbpedia.org/page/CNN,1,1,17
A16LXHOSCFUPXH,CNN-http://www.freebase.com/view/en/cnn,0,1,17
A16LXHOSCFUPXH,CNN-http://www.freebase.com/view/en/capone-n-noreaga,1,0,17
A16LXHOSCFUPXH,CNN-http://www.freebase.com/view/en/cnn_international,0,0,17
A16LXHOSCFUPXH,CNN-CNN_undisclosedLink0,0,0,17
A3FPX5HIFBDJYX,CNN-http://dbpedia.org/page/CNN,1,1,19
A3FPX5HIFBDJYX,CNN-http://www.freebase.com/view/en/cnn,1,1,19
A3FPX5HIFBDJYX,CNN-http://www.freebase.com/view/en/capone-n-noreaga,0,0,19
A3FPX5HIFBDJYX,CNN-http://www.freebase.com/view/en/cnn_international,0,0,19
A3FPX5HIFBDJYX,CNN-CNN_undisclosedLink0,0,0,19
A17HDS65Q0WSU2,CNN-http://dbpedia.org/page/CNN,1,1,59
A17HDS65Q0WSU2,CNN-http://www.freebase.com/view/en/cnn,1,1,59
A17HDS65Q0WSU2,CNN-http://www.freebase.com/view/en/capone-n-noreaga,0,0,59
A17HDS65Q0WSU2,CNN-http://www.freebase.com/view/en/cnn_international,0,0,59
A17HDS65Q0WSU2,CNN-CNN_undisclosedLink0,0,0,59
A21D38WGZ5MIKS,CNN-http://dbpedia.org/page/CNN,1,1,28
A21D38WGZ5MIKS,CNN-http://www.freebase.com/view/en/cnn,0,1,28
A21D38WGZ5MIKS,CNN-http://www.freebase.com/view/en/capone-n-noreaga,0,0,28
A21D38WGZ5MIKS,CNN-http://www.freebase.com/view/en/cnn_international,1,0,28
A21D38WGZ5MIKS,CNN-CNN_undisclosedLink0,0,0,28
A1NX9MRGIJ7RWV,CNN-http://dbpedia.org/page/CNN,1,1,27
A1NX9MRGIJ7RWV,CNN-http://www.freebase.com/view/en/cnn,1,1,27
A1NX9MRGIJ7RWV,CNN-http://www.freebase.com/view/en/capone-n-noreaga,0,0,27
A1NX9MRGIJ7RWV,CNN-http://www.freebase.com/view/en/cnn_international,0,0,27
A1NX9MRGIJ7RWV,CNN-CNN_undisclosedLink0,0,0,27
A17HDS65Q0WSU2,Emirati-http://dbpedia.org/page/Emirati_people,0,1,72
A17HDS65Q0WSU2,Emirati-http://dbpedia.org/page/Flag_of_the_United_Arab_Emirates,0,0,72
A17HDS65Q0WSU2,Emirati-http://dbpedia.org/page/United_Arab_Emirates_dirham,0,0,72
A17HDS65Q0WSU2,Emirati-Emirati_undisclosedLink0,0,0,72
A17HDS65Q0WSU2,Emirati-Emirati_undisclosedLink1,0,0,72
A21D38WGZ5MIKS,Emirati-http://dbpedia.org/page/Emirati_people,0,1,19
A21D38WGZ5MIKS,Emirati-http://dbpedia.org/page/Flag_of_the_United_Arab_Emirates,1,0,19
A21D38WGZ5MIKS,Emirati-http://dbpedia.org/page/United_Arab_Emirates_dirham,0,0,19
A21D38WGZ5MIKS,Emirati-Emirati_undisclosedLink0,0,0,19
A21D38WGZ5MIKS,Emirati-Emirati_undisclosedLink1,0,0,19
A2A2RHXQA17GOE,Emirati-http://dbpedia.org/page/Emirati_people,0,1,35
A2A2RHXQA17GOE,Emirati-http://dbpedia.org/page/Flag_of_the_United_Arab_Emirates,0,0,35
A2A2RHXQA17GOE,Emirati-http://dbpedia.org/page/United_Arab_Emirates_dirham,1,0,35
A2A2RHXQA17GOE,Emirati-Emirati_undisclosedLink0,0,0,35
A2A2RHXQA17GOE,Emirati-Emirati_undisclosedLink1,0,0,35
A1NX9MRGIJ7RWV,Emirati-http://dbpedia.org/page/Emirati_people,1,1,32
A1NX9MRGIJ7RWV,Emirati-http://dbpedia.org/page/Flag_of_the_United_Arab_Emirates,0,0,32
A1NX9MRGIJ7RWV,Emirati-http://dbpedia.org/page/United_Arab_Emirates_dirham,0,0,32
A1NX9MRGIJ7RWV,Emirati-Emirati_undisclosedLink0,0,0,32
A1NX9MRGIJ7RWV,Emirati-Emirati_undisclosedLink1,0,0,32
A3FPX5HIFBDJYX,Emirati-http://dbpedia.org/page/Emirati_people,1,1,22
A3FPX5HIFBDJYX,Emirati-http://dbpedia.org/page/Flag_of_the_United_Arab_Emirates,0,0,22
A3FPX5HIFBDJYX,Emirati-http://dbpedia.org/page/United_Arab_Emirates_dirham,0,0,22
A3FPX5HIFBDJYX,Emirati-Emirati_undisclosedLink0,0,0,22
A3FPX5HIFBDJYX,Emirati-Emirati_undisclosedLink1,0,0,22
A17HDS65Q0WSU2,Federal Supreme Court-http://www.freebase.com/view/en/supreme_federal_tribunal,0,0,121
A17HDS65Q0WSU2,Federal Supreme Court-http://dbpedia.org/page/Federal_Court_of_Justice_of_Germany,0,0,121
A17HDS65Q0WSU2,Federal Supreme Court-http://dbpedia.org/page/Supreme_Federal_Court,0,0,121
A17HDS65Q0WSU2,Federal Supreme Court-http://www.freebase.com/view/en/supreme_court_of_the_united_states,0,0,121
A17HDS65Q0WSU2,Federal Supreme Court-Federal Supreme Court_undisclosedLink0,0,0,121
A3FXJ21TQ0LRNJ,Federal Supreme Court-http://www.freebase.com/view/en/supreme_federal_tribunal,1,0,47
A3FXJ21TQ0LRNJ,Federal Supreme Court-http://dbpedia.org/page/Federal_Court_of_Justice_of_Germany,0,0,47
A3FXJ21TQ0LRNJ,Federal Supreme Court-http://dbpedia.org/page/Supreme_Federal_Court,0,0,47
A3FXJ21TQ0LRNJ,Federal Supreme Court-http://www.freebase.com/view/en/supreme_court_of_the_united_states,0,0,47
A3FXJ21TQ0LRNJ,Federal Supreme Court-Federal Supreme Court_undisclosedLink0,0,0,47
A21D38WGZ5MIKS,Federal Supreme Court-http://www.freebase.com/view/en/supreme_federal_tribunal,1,0,30
A21D38WGZ5MIKS,Federal Supreme Court-http://dbpedia.org/page/Federal_Court_of_Justice_of_Germany,1,0,30
A21D38WGZ5MIKS,Federal Supreme Court-http://dbpedia.org/page/Supreme_Federal_Court,0,0,30
A21D38WGZ5MIKS,Federal Supreme Court-http://www.freebase.com/view/en/supreme_court_of_the_united_states,0,0,30
A21D38WGZ5MIKS,Federal Supreme Court-Federal Supreme Court_undisclosedLink0,0,0,30
A1NX9MRGIJ7RWV,Federal Supreme Court-http://www.freebase.com/view/en/supreme_federal_tribunal,1,0,28
A1NX9MRGIJ7RWV,Federal Supreme Court-http://dbpedia.org/page/Federal_Court_of_Justice_of_Germany,0,0,28
A1NX9MRGIJ7RWV,Federal Supreme Court-http://dbpedia.org/page/Supreme_Federal_Court,1,0,28
A1NX9MRGIJ7RWV,Federal Supreme Court-http://www.freebase.com/view/en/supreme_court_of_the_united_states,0,0,28
A1NX9MRGIJ7RWV,Federal Supreme Court-Federal Supreme Court_undisclosedLink0,0,0,28
A3FPX5HIFBDJYX,Federal Supreme Court-http://www.freebase.com/view/en/supreme_federal_tribunal,1,0,22
A3FPX5HIFBDJYX,Federal Supreme Court-http://dbpedia.org/page/Federal_Court_of_Justice_of_Germany,0,0,22
A3FPX5HIFBDJYX,Federal Supreme Court-http://dbpedia.org/page/Supreme_Federal_Court,1,0,22
