842,79185673,0,0
1258,79185673,0,0
1467,79185673,0,0
1674,79185673,0,0
662,79185673,0,0
708,79185673,0,0
1507,79185673,3,0
1701,79185724,4,1
38,79185724,3,1
703,79185724,1,1
353,79185724,1,1
165,79185724,0,1
1025,79185724,4,1
1638,79185724,4,1
782,79185900,1,1
1480,79185900,1,1
38,79185900,1,1
1175,79185900,1,1
800,79185900,3,1
340,79185900,1,1
1168,79186190,2,2
1480,79186190,2,2
38,79186190,3,2
1502,79186190,2,2
1472,79186190,2,2
1622,79186190,2,2
1286,79186190,2,2
164,79186569,0,2
782,79186569,1,2
1622,79186569,2,2
165,79186569,2,2
1393,79186569,1,2
186,79186651,0,0
1775,79186651,0,0
1512,79186651,0,0
910,79186651,0,0
872,79186651,0,0
1394,79186665,1,1
1471,79186665,1,1
349,79186665,1,1
1456,79186665,1,1
1770,79186665,1,1
320,79186726,2,2
1840,79186726,2,2
1754,79186726,4,2
12,79186726,2,2
1454,79186726,3,2
726,79186749,2,2
1622,79186749,3,2
1089,79186749,2,2
1198,79186749,2,2
38,79186749,3,2
251,79186749,1,2
1775,79187143,3,3
911,79187143,3,3
1175,79187143,3,3
1456,79187143,3,3
433,79187143,3,3
1347,79187165,2,2
1160,79187165,2,2
911,79187165,2,2
312,79187165,2,2
110,79187165,2,2
476,79187199,3,3
911,79187199,3,3
408,79187199,3,3
1919,79187199,2,3
27,79187199,3,3
628,79187199,3,3
1258,79187315,3,3
408,79187315,3,3
5,79187315,3,3
1175,79187315,1,3
1861,79187315,3,3
1347,79187357,1,1
1,79187357,1,1
1454,79187357,3,1
905,79187357,1,1
504,79187357,2,1
1394,79188084,3,3
782,79188084,3,3
1536,79188084,3,3
900,79188084,3,3
1375,79188084,3,3
1840,79188095,0,1
1467,79188095,1,1
1103,79188095,3,1
1454,79188095,2,1
1198,79188095,1,1
1076,79188293,3,3
387,79188293,3,3
611,79188293,3,3
720,79188293,3,3
726,79188293,3,3
1572,79188293,3,3
349,79188293,3,3
1565,79188293,3,3
408,79188429,2,1
38,79188429,1,1
1933,79188429,1,1
165,79188429,1,1
504,79188429,1,1
801,79188466,1,0
800,79188466,3,0
509,79188466,0,0
165,79188466,1,0
1393,79188466,2,0
1861,79188466,1,0
186,79188512,0,0
1823,79188512,0,0
1674,79188512,0,0
1454,79188512,0,0
36,79188512,0,0
1258,79188556,3,3
1103,79188556,3,3
1347,79188556,3,3
1086,79188556,3,3
282,79188556,3,3
1175,79188556,3,3
1770,79188733,2,2
2,79188733,2,2
1472,79188733,2,2
1258,79188733,2,2
1393,79188733,2,2
476,79188846,1,1
911,79188846,1,1
1472,79188846,1,1
1565,79188846,1,1
932,79188846,1,1
782,79188848,1,3
1487,79188848,3,3
408,79188848,3,3
71,79188848,3,3
242,79188848,3,3
1350,79188848,1,3
999,79189126,3,3
67,79189126,3,3
596,79189126,3,3
408,79189126,3,3
1350,79189126,2,3
1232,79189126,2,3
960,79189126,2,3
1103,79189145,2,2
1840,79189145,2,2
905,79189145,2,2
1393,79189145,2,2
1770,79189145,2,2
1160,79189295,1,3
1701,79189295,3,3
349,79189295,3,3
570,79189295,3,3
911,79189295,3,3
1622,79189341,3,3
1299,79189341,3,3
1840,79189341,3,3
194,79189341,3,3
1149,79189341,3,3
509,79189341,3,3
504,79189341,3,3
1299,79189357,0,0
911,79189357,0,0
433,79189357,0,0
1770,79189357,0,0
349,79189357,1,0
966,79189697,0,0
800,79189697,0,0
5,79189697,0,0
242,79189697,0,0
872,79189697,1,0
816,79189697,0,0
1687,79189773,4,2
539,79189773,2,2
911,79189773,2,2
38,79189773,2,2
320,79189773,2,2
1350,79189773,2,2
1394,79190116,1,3
1775,79190116,3,3
796,79190116,3,3
614,79190116,3,3
905,79190116,3,3
782,79190118,2,2
476,79190118,2,2
1472,79190118,2,2
1394,79190118,2,2
374,79190118,2,2
1567,79190118,3,2
1118,79193752,2,2
894,79193752,2,2
59,79193752,2,2
1581,79193752,3,2
1454,79193752,3,2
1750,79193796,1,1
735,79193796,1,1
614,79193796,1,1
1472,79193796,1,1
1393,79193796,1,1
521,79193917,1,1
659,79193917,2,1
1252,79193917,4,1
1188,79193917,0,1
165,79193917,0,1
1581,79193917,1,1
1017,79193917,1,1
1770,79193917,0,1
186,79193972,1,4
1605,79193972,1,4
842,79193972,4,4
1763,79193972,1,4
614,79193972,2,4
1175,79193972,1,4
1009,79194027,3,2
467,79194027,1,2
71,79194027,1,2
481,79194027,2,2
1512,79194027,2,2
1507,79194027,2,2
720,79194028,1,1
1472,79194028,1,1
1674,79194028,0,1
1089,79194028,1,1
911,79194028,1,1
973,79194075,3,3
570,79194075,3,3
118,79194075,3,3
1347,79194075,3,3
1581,79194075,3,3
1089,79194075,3,3
816,79194093,2,2
467,79194093,2,2
884,79194093,2,2
1674,79194093,2,2
1258,79194093,2,2
1701,79194106,3,3
1536,79194106,3,3
1,79194106,3,3
1347,79194106,3,3
360,79194106,1,3
1160,79194346,2,2
1394,79194346,1,2
1149,79194346,2,2
12,79194346,2,2
312,79194346,1,2
1160,79194489,3,3
1347,79194489,3,3
911,79194489,3,3
1175,79194489,3,3
1846,79194489,3,3
800,79194550,3,1
1933,79194550,4,1
1,79194550,4,1
1017,79194550,1,1
504,79194550,1,1
745,79194811,2,1
1175,79194811,1,1
905,79194811,2,1
527,79194811,1,1
1393,79194811,1,1
880,79194922,3,3
1507,79194922,3,3
1214,79194922,3,3
1198,79194922,3,3
1400,79194922,3,3
194,79194933,4,0
1823,79194933,0,0
1,79194933,0,0
165,79194933,1,0
1595,79194933,0,0
251,79194933,0,0
1347,79195022,3,3
614,79195022,3,3
1912,79195022,3,3
1840,79195022,3,3
708,79195022,4,3
1175,79195022,1,3
467,79195142,2,2
1347,79195142,2,2
1424,79195142,1,2
1846,79195142,2,2
1770,79195142,2,2
1347,79195148,3,3
467,79195148,3,3
1472,79195148,3,3
1470,79195148,3,3
1846,79195148,3,3
1175,79195148,3,3
884,79195594,2,2
1258,79195594,2,2
1368,79195594,2,2
1674,79195594,2,2
420,79195594,2,2
1314,79195829,0,0
1406,79195829,0,0
911,79195829,0,0
1232,79195829,2,0
472,79195829,4,0
110,79195829,0,0
1487,79196060,3,2
1474,79196060,4,2
1149,79196060,4,2
1674,79196060,3,2
71,79196060,3,2
312,79196060,2,2
573,79196060,2,2
911,79196060,2,2
186,79196168,3,2
38,79196168,3,2
1472,79196168,2,2
911,79196168,3,2
1919,79196168,2,2
1743,79196168,1,2
1347,79196176,3,3
467,79196176,3,3
659,79196176,3,3
800,79196176,3,3
911,79196176,3,3
1118,79196316,0,0
1314,79196316,0,0
118,79196316,0,0
349,79196316,0,0
433,79196316,0,0
165,79196441,2,2
1347,79196441,2,2
801,79196441,2,2
1770,79196441,2,2
340,79196441,2,2
1325,79196748,2,2
733,79196748,2,2
957,79196748,2,2
1175,79196748,2,2
481,79196748,2,2
905,79196748,3,2
1149,79196748,2,2
37,79196748,2,2
433,79196748,2,2
349,79196748,2,2
1175,79196972,1,0
12,79196972,3,0
1,79196972,0,0
872,79196972,3,0
720,79196972,0,0
1347,79197023,3,3
956,79197023,3,3
36,79197023,3,3
782,79197023,3,3
360,79197023,3,3
71,79197068,1,0
1103,79197068,3,0
800,79197068,3,0
1232,79197068,2,0
960,79197068,0,0
1849,79197068,0,0
251,79197068,1,0
38,79197151,0,0
1933,79197151,0,0
880,79197151,0,0
1149,79197151,0,0
1286,79197151,0,0
1175,79197229,1,3
1775,79197229,3,3
1642,79197229,4,3
726,79197229,3,3
570,79197229,3,3
1840,79197229,3,3
782,79197417,2,2
905,79197417,2,2
1775,79197417,2,2
1701,79197417,2,2
1175,79197417,2,2
614,79197503,2,2
1622,79197503,2,2
71,79197503,3,2
1840,79197503,3,2
1424,79197503,2,2
476,79197563,1,1
745,79197563,1,1
282,79197563,1,1
646,79197563,1,1
1393,79197563,1,1
1155,79197691,1,1
1368,79197691,1,1
5,79197691,1,1
1754,79197691,1,1
352,79197691,4,1
476,79197834,2,1
1622,79197834,4,1
1424,79197834,3,1
100,79197834,3,1
614,79197834,2,1
1257,79197853,3,3
901,79197853,3,3
408,79197853,3,3
467,79197853,3,3
1175,79197853,3,3
467,79197871,3,3
1622,79197871,3,3
574,79197871,3,3
800,79197871,3,3
1406,79197871,3,3
613,79197871,3,3
726,79197903,0,0
1,79197903,0,0
186,79197903,0,0
1175,79197903,0,0
1347,79197903,0,0
1103,79197928,2,2
1840,79197928,2,2
800,79197928,2,2
1637,79197928,2,2
900,79197928,2,2
1745,79197928,2,2
786,80050064,3,1
862,80050064,4,1
1491,80050064,1,1
38,80050064,3,1
1472,80050064,1,1
911,80050108,3,3
1023,80050108,4,3
38,80050108,3,3
4,80050108,4,3
882,80050108,3,3
1421,80050144,1,1
1519,80050144,1,1
1119,80050144,1,1
1145,80050144,1,1
932,80050144,1,1
1217,80050144,1,1
27,80050271,3,4
613,80050271,0,4
1002,80050271,3,4
1950,80050271,4,4
1628,80050271,4,4
1246,80050625,0,0
1940,80050625,0,0
236,80050625,0,0
1773,80050625,0,0
1815,80050625,0,0
901,80050625,0,0
1564,80050645,1,1
1877,80050645,1,1
38,80050645,1,1
1614,80050645,1,1
286,80050645,1,1
5,80050679,4,4
1171,80050679,2,4
1117,80050679,2,4
1504,80050679,2,4
656,80050679,0,4
1869,80050679,2,4
432,80050679,0,4
1149,80050679,4,4
286,80050679,4,4
708,80050679,2,4
614,80050679,2,4
1701,80050679,2,4
932,80050679,2,4
1614,80050679,4,4
1775,80050679,2,4
1161,80050679,2,4
186,80050679,1,4
1752,80050754,0,0
527,80050754,2,0
